DATE,Length_CM,Frequency
15.8.2005,79,1
15.8.2005,60,1
15.8.2005,85,1
15.8.2005,80,1
15.8.2005,82,1
15.8.2005,86,1
15.8.2005,83,2
15.8.2005,85,5
15.8.2005,86,2
15.8.2005,84,1
15.8.2005,82,2
15.8.2005,88,2
15.8.2005,87,2
15.8.2005,82,5
15.8.2005,85,4
15.8.2005,70,1
15.8.2005,87,1
15.8.2005,66,1
15.8.2005,76,1
15.8.2005,78,2
15.8.2005,85,1
15.8.2005,82,1
15.8.2005,81,1
15.8.2005,90,1
15.8.2005,67,1
15.8.2005,72,1
15.8.2005,31,2
15.8.2005,38,1
15.8.2005,37,2
15.8.2005,29,1
15.8.2005,27,1
15.8.2005,28,1
15.8.2005,36,1
15.8.2005,30,1
15.8.2005,81,1
15.8.2005,38,2
15.8.2005,48,1
15.8.2005,44,1
15.8.2005,41,1
15.8.2005,40,1
15.8.2005,55,1
15.8.2005,72,1
15.8.2005,82,8
15.8.2005,87,6
15.8.2005,84,11
15.8.2005,88,13
15.8.2005,86,8
15.8.2005,85,12
15.8.2005,90,7
15.8.2005,94,3
15.8.2005,89,4
15.8.2005,80,1
15.8.2005,81,1
15.9.2005,85,1
15.9.2005,77,1
15.9.2005,72,1
15.9.2005,75,2
15.9.2005,74,2
15.9.2005,67,1
15.9.2005,71,1
15.9.2005,79,1
15.9.2005,73,1
15.9.2005,84,2
15.9.2005,80,2
15.9.2005,76,1
15.9.2005,78,1
15.9.2005,90,1
15.9.2005,67,1
15.9.2005,84,4
15.9.2005,74,1
15.9.2005,78,3
15.9.2005,85,1
15.9.2005,81,2
15.9.2005,75,1
15.9.2005,82,2
15.9.2005,88,2
15.9.2005,77,3
15.9.2005,69,1
15.9.2005,70,1
15.9.2005,83,1
15.9.2005,63,1
15.10.2005,84,2
15.10.2005,83,1
15.10.2005,86,1
15.10.2005,74,1
15.10.2005,72,1
15.10.2005,70,1
15.10.2005,90,1
15.10.2005,71,1
15.10.2005,88,1
15.10.2005,49,1
15.10.2005,45,1
15.10.2005,47,3
15.10.2005,44,1
15.10.2005,52,1
15.10.2005,51,1
15.10.2005,54,1
15.10.2005,89,1
15.10.2005,87,1
15.10.2005,58,1
15.10.2005,63,1
15.10.2005,72,1
15.10.2005,77,1
15.10.2005,67,1
15.10.2005,64,1
15.10.2005,81,1
15.10.2005,83,1
15.10.2005,78,1
15.11.2005,88,1
15.11.2005,86,1
15.11.2005,87,1
15.11.2005,84,1
15.11.2005,79,1
15.1.2004,52,4
15.1.2004,56,4
15.1.2004,50,2
15.1.2004,43,2
15.1.2004,41,2
15.1.2004,44,1
15.1.2004,70,1
15.1.2004,61,1
15.1.2004,51,1
15.1.2004,54,1
15.1.2004,58,1
15.1.2004,59,1
15.1.2004,63,1
15.1.2004,39,1
15.1.2004,45,1
15.1.2004,38,1
15.1.2004,28,1
15.1.2004,36,1
15.1.2004,29,1
15.1.2004,33,1
15.1.2004,32,1
15.1.2004,27,1
15.1.2004,26,1
15.1.2004,75,1
15.1.2004,81,1
15.1.2004,69,1
15.1.2004,88,1
15.1.2004,84,2
15.1.2004,82,1
15.1.2004,77,1
15.1.2004,83,1
15.1.2004,85,1
15.1.2004,83,2
15.1.2004,86,1
15.1.2004,84,3
15.1.2004,87,1
15.1.2004,92,1
15.1.2004,88,1
15.1.2004,31,1
15.1.2004,57,1
15.1.2004,54,1
15.1.2004,88,2
15.1.2004,85,2
15.1.2004,87,1
15.1.2004,86,1
15.1.2004,83,2
15.1.2004,88,1
15.1.2004,78,1
15.1.2004,77,2
15.1.2004,86,1
15.1.2004,88,1
15.1.2004,80,1
15.1.2004,77,1
15.1.2004,80,1
15.1.2004,40,1
15.1.2004,52,1
15.1.2004,65,1
15.1.2004,59,2
15.1.2004,64,1
15.1.2004,57,2
15.1.2004,50,1
15.1.2004,62,1
15.1.2004,61,2
15.1.2004,60,2
15.1.2004,67,1
15.1.2004,69,1
15.1.2004,55,1
15.1.2004,53,1
15.1.2004,56,1
15.1.2004,58,1
15.1.2004,83,1
15.1.2004,85,1
15.1.2004,81,1
15.1.2004,86,1
15.1.2004,86,1
15.1.2004,87,1
15.1.2004,85,1
15.2.2004,53,1
15.2.2004,34,1
15.2.2004,41,3
15.2.2004,39,5
15.2.2004,40,2
15.2.2004,46,1
15.2.2004,33,1
15.2.2004,42,3
15.2.2004,51,1
15.2.2004,38,3
15.2.2004,54,1
15.2.2004,61,1
15.2.2004,44,1
15.2.2004,56,2
15.2.2004,48,1
15.2.2004,32,1
15.2.2004,60,1
15.2.2004,37,1
15.2.2004,35,1
15.2.2004,87,2
15.2.2004,81,1
15.2.2004,85,1
15.2.2004,79,2
15.2.2004,84,1
15.2.2004,65,2
15.2.2004,74,4
15.2.2004,72,1
15.2.2004,69,1
15.2.2004,81,2
15.2.2004,73,1
15.2.2004,71,1
15.2.2004,84,1
15.2.2004,83,5
15.2.2004,66,1
15.2.2004,80,5
15.2.2004,75,2
15.2.2004,78,8
15.2.2004,77,3
15.2.2004,65,1
15.2.2004,79,4
15.2.2004,82,4
15.2.2004,76,1
15.2.2004,85,1
15.2.2004,88,1
15.2.2004,86,2
15.2.2004,83,1
15.2.2004,85,2
15.2.2004,89,1
15.2.2004,8,1
15.2.2004,78,2
15.2.2004,81,1
15.2.2004,85,2
15.2.2004,86,1
15.2.2004,84,2
15.2.2004,82,2
15.2.2004,80,1
15.2.2004,79,2
15.2.2004,76,1
15.2.2004,89,1
15.2.2004,82,1
15.2.2004,92,1
15.2.2004,85,2
15.2.2004,87,3
15.2.2004,88,1
15.2.2004,79,2
15.2.2004,78,1
15.2.2004,80,1
15.2.2004,82,1
15.2.2004,86,2
15.2.2004,89,3
15.2.2004,88,1
15.2.2004,87,4
15.2.2004,85,1
15.2.2004,86,1
15.2.2004,92,1
15.2.2004,82,2
15.2.2004,74,1
15.2.2004,83,1
15.2.2004,38,1
15.2.2004,31,1
15.2.2004,61,1
15.2.2004,82,1
15.2.2004,74,1
15.2.2004,79,5
15.2.2004,82,15
15.2.2004,83,4
15.2.2004,80,12
15.2.2004,85,6
15.2.2004,81,14
15.2.2004,90,1
15.2.2004,72,1
15.2.2004,86,3
15.2.2004,77,4
15.2.2004,78,2
15.2.2004,75,2
15.2.2004,84,5
15.2.2004,73,1
15.2.2004,87,1
15.2.2004,83,1
15.2.2004,86,1
15.2.2004,81,1
15.2.2004,84,1
15.2.2004,84,1
15.2.2004,85,1
15.2.2004,80,1
15.2.2004,81,1
15.2.2004,86,1
15.2.2004,90,1
15.2.2004,80,2
15.2.2004,82,1
15.2.2004,84,2
15.2.2004,82,2
15.2.2004,89,1
15.2.2004,88,1
15.2.2004,76,6
15.2.2004,77,5
15.2.2004,80,11
15.2.2004,81,11
15.2.2004,83,8
15.2.2004,79,9
15.2.2004,82,6
15.2.2004,87,1
15.2.2004,84,5
15.2.2004,90,1
15.2.2004,86,1
15.2.2004,75,6
15.2.2004,78,4
15.2.2004,74,3
15.2.2004,85,1
15.2.2004,72,1
15.2.2004,88,1
15.2.2004,86,1
15.3.2004,83,1
15.3.2004,82,1
15.3.2004,85,1
15.3.2004,84,1
15.3.2004,86,1
15.3.2004,83,3
15.3.2004,89,1
15.3.2004,84,3
15.3.2004,82,1
15.3.2004,85,3
15.3.2004,89,1
15.3.2004,84,8
15.3.2004,83,8
15.3.2004,80,1
15.3.2004,78,2
15.3.2004,86,3
15.3.2004,64,1
15.3.2004,56,1
15.3.2004,57,1
15.3.2004,53,1
15.3.2004,94,1
15.3.2004,66,1
15.3.2004,65,2
15.3.2004,85,1
15.3.2004,88,2
15.3.2004,74,1
15.3.2004,70,1
15.3.2004,82,2
15.3.2004,87,2
15.3.2004,81,2
15.3.2004,81,3
15.3.2004,79,4
15.3.2004,82,5
15.3.2004,77,5
15.3.2004,61,1
15.3.2004,78,2
15.3.2004,70,2
15.3.2004,86,2
15.3.2004,85,3
15.3.2004,87,2
15.3.2004,89,1
15.3.2004,80,1
15.3.2004,84,2
15.3.2004,83,1
15.3.2004,56,1
15.3.2004,51,2
15.3.2004,53,1
15.3.2004,93,1
15.3.2004,87,5
15.3.2004,85,2
15.3.2004,76,2
15.3.2004,83,4
15.3.2004,85,1
15.3.2004,89,1
15.3.2004,88,2
15.3.2004,84,1
15.3.2004,79,1
15.3.2004,74,1
15.3.2004,90,2
15.3.2004,87,6
15.3.2004,88,3
15.3.2004,91,3
15.3.2004,84,7
15.3.2004,80,2
15.3.2004,81,2
15.3.2004,85,5
15.3.2004,98,1
15.3.2004,92,1
15.3.2004,83,3
15.3.2004,86,2
15.3.2004,82,1
15.3.2004,89,5
15.3.2004,94,1
15.3.2004,74,1
15.3.2004,93,1
15.3.2004,71,1
15.3.2004,55,1
15.3.2004,77,1
15.3.2004,66,1
15.3.2004,69,1
15.3.2004,81,5
15.3.2004,82,7
15.3.2004,74,3
15.3.2004,84,6
15.3.2004,91,1
15.3.2004,77,4
15.3.2004,79,8
15.3.2004,72,4
15.3.2004,80,9
15.3.2004,85,2
15.3.2004,78,7
15.3.2004,75,3
15.3.2004,64,1
15.3.2004,86,2
15.3.2004,76,2
15.3.2004,81,3
15.3.2004,73,4
15.3.2004,76,8
15.3.2004,83,8
15.3.2004,58,1
15.3.2004,70,3
15.3.2004,73,1
15.3.2004,87,1
15.3.2004,83,2
15.3.2004,73,1
15.3.2004,87,2
15.3.2004,84,1
15.3.2004,91,1
15.3.2004,86,1
15.3.2004,69,1
15.3.2004,73,1
15.3.2004,80,2
15.3.2004,87,1
15.3.2004,85,1
15.3.2004,45,1
15.3.2004,77,1
15.3.2004,94,1
15.3.2004,82,1
15.3.2004,88,1
15.3.2004,86,1
15.3.2004,84,1
15.3.2004,80,2
15.3.2004,87,2
15.3.2004,85,2
15.3.2004,86,1
15.3.2004,82,1
15.3.2004,84,5
15.3.2004,82,3
15.3.2004,83,4
15.3.2004,81,4
15.3.2004,95,1
15.3.2004,87,1
15.3.2004,85,5
15.3.2004,79,1
15.3.2004,86,1
15.3.2004,80,2
15.3.2004,93,1
15.3.2004,76,1
15.3.2004,68,2
15.3.2004,86,1
15.3.2004,75,1
15.3.2004,91,1
15.3.2004,79,2
15.3.2004,80,3
15.3.2004,82,6
15.3.2004,85,4
15.3.2004,89,2
15.3.2004,86,5
15.3.2004,87,3
15.3.2004,83,2
15.3.2004,84,1
15.3.2004,81,2
15.3.2004,23,1
15.3.2004,34,1
15.3.2004,46,1
15.3.2004,42,1
15.3.2004,33,1
15.3.2004,31,2
15.3.2004,45,1
15.3.2004,49,1
15.3.2004,44,1
15.3.2004,48,1
15.3.2004,37,1
15.3.2004,36,1
15.3.2004,29,2
15.3.2004,26,2
15.3.2004,77,2
15.3.2004,75,2
15.3.2004,73,1
15.3.2004,87,1
15.3.2004,84,2
15.3.2004,86,1
15.3.2004,88,1
15.3.2004,69,1
15.3.2004,85,1
15.3.2004,82,2
15.3.2004,75,1
15.3.2004,84,1
15.4.2004,48,1
15.4.2004,41,1
15.4.2004,40,1
15.4.2004,39,1
15.4.2004,47,2
15.4.2004,37,1
15.4.2004,40,1
15.4.2004,42,2
15.4.2004,43,1
15.4.2004,41,2
15.4.2004,48,1
15.4.2004,45,1
15.4.2004,41,1
15.4.2004,83,1
15.4.2004,81,2
15.4.2004,67,1
15.4.2004,84,1
15.4.2004,76,1
15.4.2004,60,1
15.4.2004,72,1
15.4.2004,46,1
15.4.2004,76,1
15.4.2004,47,1
15.4.2004,55,1
15.4.2004,51,1
15.4.2004,85,1
15.4.2004,65,3
15.4.2004,56,2
15.4.2004,61,2
15.4.2004,73,1
15.4.2004,64,2
15.4.2004,68,1
15.4.2004,50,3
15.4.2004,52,1
15.4.2004,69,2
15.4.2004,45,1
15.4.2004,75,1
15.4.2004,58,1
15.4.2004,57,1
15.4.2004,70,1
15.4.2004,80,1
15.4.2004,78,2
15.4.2004,79,2
15.4.2004,81,2
15.4.2004,75,1
15.4.2004,79,5
15.4.2004,82,7
15.4.2004,92,2
15.4.2004,77,1
15.4.2004,78,1
15.4.2004,91,2
15.4.2004,111,1
15.4.2004,96,1
15.4.2004,95,1
15.4.2004,97,1
15.4.2004,103,1
15.4.2004,83,8
15.4.2004,86,6
15.4.2004,87,6
15.4.2004,88,2
15.4.2004,89,3
15.4.2004,85,1
15.4.2004,80,3
15.4.2004,84,1
15.4.2004,81,3
15.4.2004,72,1
15.4.2004,90,1
15.4.2004,45,1
15.4.2004,81,1
15.4.2004,80,2
15.4.2004,85,2
15.4.2004,93,1
15.4.2004,78,1
15.4.2004,67,1
15.4.2004,79,1
15.4.2004,70,1
15.4.2004,88,1
15.4.2004,77,1
15.4.2004,63,1
15.4.2004,60,1
15.4.2004,60,1
15.4.2004,66,1
15.4.2004,62,1
15.4.2004,82,1
15.4.2004,84,1
15.4.2004,54,1
15.4.2004,63,1
15.4.2004,72,1
15.4.2004,55,2
15.4.2004,70,1
15.4.2004,50,2
15.4.2004,47,1
15.4.2004,31,4
15.4.2004,35,3
15.4.2004,28,3
15.4.2004,29,6
15.4.2004,32,9
15.4.2004,34,6
15.4.2004,23,1
15.4.2004,33,2
15.4.2004,38,1
15.4.2004,30,4
15.4.2004,25,1
15.4.2004,39,1
15.4.2004,27,1
15.4.2004,78,1
15.4.2004,56,1
15.4.2004,75,1
15.4.2004,85,1
15.4.2004,80,4
15.4.2004,78,1
15.4.2004,82,1
15.4.2004,85,2
15.4.2004,88,1
15.4.2004,80,1
15.4.2004,93,1
15.5.2004,44,2
15.5.2004,48,1
15.5.2004,49,1
15.5.2004,40,3
15.5.2004,42,5
15.5.2004,43,2
15.5.2004,38,2
15.5.2004,52,1
15.5.2004,41,3
15.5.2004,47,1
15.5.2004,39,3
15.5.2004,45,1
15.5.2004,74,1
15.5.2004,54,3
15.5.2004,50,3
15.5.2004,52,3
15.5.2004,49,2
15.5.2004,44,1
15.5.2004,45,1
