company,vessel,captain,observers,dep_date,arr_date,das,trip,drag,drag_all,location,drag_date,drag_period,drag_time_s,drag_time_e,time_fished_min,depth,id_status,com_status,order,family,class,groups,categories,sci_name,alpha_code,com_name,sample_wt_lbs,total_wt_lbs,entered_by
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,4,28,06:36 57:49,04/08/2019,night,5:30:00 pm,6:30:00 pm,1:00,9,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,micropogonias_furnieri,CKM,bashaw,0.38,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,4,28,06:36 57:49,04/08/2019,night,5:30:00 pm,6:30:00 pm,1:00,9,yes,yes,not_applicable,not_applicable,not_applicable,retained _bycatch,shell_fish,multiple_species_prawns,not_applicable,prawns,0,31.43,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,2.87,13.72,t_browne
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.1,0.95,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,4,28,06:36 57:49,04/08/2019,night,5:30:00 pm,6:30:00 pm,1:00,9,yes,yes,not_applicable,not_applicable,not_applicable,retained _bycatch,bony_fish,multiple_species_finfish,not_applicable,finfish,0,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,4,28,06:36 57:49,04/08/2019,night,5:30:00 pm,6:30:00 pm,1:00,9,yes,no,myliobatiformes,dasyatidae,elasmobranchii,discarded_bycatch,flat_fish,dasyatis_guttata,RDU,longnose_stingray,0.76,31.43,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,2,14,Zone 8,26/04/2019,night,6:05:00 pm,10:00:00 pm,3:55,12,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,3.05,72.79,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,4,28,06:36 57:49,04/08/2019,night,5:30:00 pm,6:30:00 pm,1:00,9,yes,yes,clupeiformes,engraulidae ,actinopterygii,discarded_bycatch,bony_fish,anchoa_mitchilli,ANB,negli,0.06,31.43,c_danjou
psi,typhoon,d_pang,t_browne_c_danjou,19/06/2019,25/06/2019,7,4,3,21,Zone 8,21/06/2019,day,5:00:00 am,9:00:00 am,4:00,9,yes,yes,perciformes,scombridae,actinopterygii,discarded_bycatch,bony_fish,scomberomorus_brasiliensis,BRS,spanish_mackerel,0.35,2.68,t_browne
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,3,15,Zone 7,27/04/2019,day,3:25:00 am,7:00:00 am,3:35,10,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.54,8.28,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,4,28,06:36 57:49,04/08/2019,night,5:30:00 pm,6:30:00 pm,1:00,9,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,cynoscion_virescens,YNV,seatrout,0.95,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,4,28,06:36 57:49,04/08/2019,night,5:30:00 pm,6:30:00 pm,1:00,9,yes,yes,decapoda,portunidae,malacostraca,discarded_bycatch,shell_fish,callinectes_ornatus,KLO,sheriga_crab,0.53,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,4,28,06:36 57:49,04/08/2019,night,5:30:00 pm,6:30:00 pm,1:00,9,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,larimus_breviceps,LRJ,shorthead_drum,3.01,31.43,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,4,16,Zone 8,27/04/2019,night,5:15:00 pm,9:15:00 pm,4:00,10,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.83,5.89,t_browne
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,4,28,06:36 57:49,04/08/2019,night,5:30:00 pm,6:30:00 pm,1:00,9,yes,no,decapoda,leucosiidae,malacostraca ,discarded_bycatch,shell_fish,persephona_lichtensteinii,NA,siri_ball,0.33,31.43,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,3,33,Zone 6,16/09/2019,night,3:11:00 am,7:00:00 am,3:49,7,yes,yes,perciformes,scombridae,actinopterygii,discarded_bycatch,bony_fish,scomberomorus_brasiliensis,BRS,spanish_mackerel,0.01,46.38,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,yes,perciformes,haemulidae,actinopterygii,discarded_bycatch,bony_fish,genyatremus_luteus,GEU,annafolk,0.23,31.43,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,4,34,Zone 6,16/09/2019,day,4:00:00 pm,7:30:00 pm,3:30,7,yes,yes,perciformes,scombridae,actinopterygii,discarded_bycatch,bony_fish,scomberomorus_brasiliensis,BRS,spanish_mackerel,0.02,46.38,t_browne
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,paralonchurus_brasiliensis,RLB,banded_croaker,0.51,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,no,decapoda,malacostraca,malacostraca ,discarded_bycatch,shell_fish,hepatus_gronovii,HGV,box_crab,0.52,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,no,myliobatiformes,gymnuridae,elasmobranchii ,discarded_bycatch,flat_fish,gymnura_micrura,RGI,butterfly_stingray,0.21,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,no,tetraodontiformes,tetraodontidae,actinopterygii,discarded_bycatch,bony_fish,colomesus_psittacus,KOP,banded_puffer,1.09,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,macrodon_ancylodon,WKK,bangamary,1.9,31.43,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,5,17,Zone 8,28/04/2019,day,7:25:00 am,12:15:00 pm,4:50,9,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,1,9.39,t_browne
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,5,35,Zone 6,17/09/2019,night,1:15:00 am,5:53:00 am,4:38,7,yes,yes,perciformes,scombridae,actinopterygii,discarded_bycatch,bony_fish,scomberomorus_brasiliensis,BRS,spanish_mackerel,0.01,46.38,t_browne
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,6,36,Zone 5,18/09/2019,day,2:10:00 pm,6:00:00 pm,3:50,7,yes,yes,perciformes,scombridae,actinopterygii,discarded_bycatch,bony_fish,scomberomorus_brasiliensis,BRS,spanish_mackerel,0,0.02,t_browne
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,1,1,06 38 - 57 30,15/02/2019,day,8:00:00 am,12:00:00 pm,4:00,10,yes,no,unknown,unknown,unknown,discarded_bycatch,other,scyphozoa_sp.,NA,jelly_fish,0.5,1.26,t_browne
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,yes,not_applicable,not_applicable,not_applicable,retained _bycatch,shell_fish,multiple_species_prawns,not_applicable,prawns,0,31.43,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,6,18,Zone 8,28/04/2019,night,4:40:00 pm,10:12:00 pm,5:32,9,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,24.57,393.72,t_browne
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,no,pleuronectiformes,achiridae,actinopterygii,discarded_bycatch,flat_fish,achirus_achirus,HIK,drab_sole ,0.02,31.43,c_danjou
psi,typhoon,d_pang,t_browne_c_danjou,19/06/2019,25/06/2019,7,4,2,20,Zone 8,20/06/2019,night,8:30:00 pm,11:59:00 pm,3:29,9,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.11,0.3,t_browne
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,no,decapoda,leucosiidae,malacostraca ,discarded_bycatch,shell_fish,persephona_lichtensteinii,NA,purple_crab,0.23,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,yes,not_applicable,not_applicable,not_applicable,retained _bycatch,bony_fish,multiple_species_finfish,not_applicable,finfish,0,31.43,c_danjou
psi,typhoon,d_pang,t_browne_c_danjou,19/06/2019,25/06/2019,7,4,3,21,Zone 8,21/06/2019,day,5:00:00 am,9:00:00 am,4:00,9,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.16,1.22,t_browne
psi,typhoon,d_pang,t_browne_c_danjou,19/06/2019,25/06/2019,7,4,5,23,Zone 8,22/06/2019,night,5:00:00 pm,9:00:00 pm,4:00,10,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.22,9.39,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,yes,batrachoidiformes,batrachoididae,actinopterygii,discarded_bycatch,bony_fish,batrachoides_surinamensis,TFB,pacu,0.14,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,no,rajiformes,dasyatidae,elasmobranchii,discarded_bycatch,flat_fish,dasyatis_geijskesi,RDJ,sharpsnout_stingray,0.26,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,yes,perciformes,ephippidae,actinopterygii,discarded_bycatch,bony_fish,chaetodipterus_faber,HRF,sea_donkey,0.05,31.43,c_danjou
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,2,2,06 38 - 57 30,15/02/2019,night,8:20:00 pm,12:20:00 am,4:00,10,yes,no,unknown,unknown,unknown,discarded_bycatch,other,scyphozoa_sp.,NA,jelly_fish,0.4,1.73,t_browne
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,cynoscion_virescens,YNV,seatrout,0.08,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,yes,decapoda,portunidae,malacostraca,discarded_bycatch,shell_fish,callinectes_ornatus,KLO,sheriga_crab,0.56,31.43,c_danjou
psi,typhoon,d_pang,t_browne_c_danjou,19/06/2019,25/06/2019,7,4,6,24,Zone 8,23/06/2019,night,3:30:00 pm,7:30:00 pm,4:00,10,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.2,2.29,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,1,25,06 41- 57 45,02/08/2019,day,5:45:00 am,9:15:00 am,3:30,8,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.05,31.43,t_browne
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,no,clupeiformes,engraulidae ,actinopterygii,discarded_bycatch,bony_fish,anchoa_spinifer,EAH,specule_anchovy,0.08,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,yes,perciformes,haemulidae,actinopterygii,discarded_bycatch,bony_fish,genyatremus_luteus,GEU,annafolk,0.09,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,no,decapoda,malacostraca,malacostraca ,discarded_bycatch,shell_fish,hepatus_gronovii,HGV,box_crab,1.91,31.43,c_danjou
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,3,3,06 40 - 57 30,16/02/2019,day,9:45:00 am,1:45:00 pm,4:00,10,yes,no,unknown,unknown,unknown,discarded_bycatch,other,scyphozoa_sp.,NA,jelly_fish,0.01,0.02,t_browne
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,no,myliobatiformes,gymnuridae,elasmobranchii ,discarded_bycatch,flat_fish,gymnura_micrura,RGI,butterfly_stingray,0.95,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,macrodon_ancylodon,WKK,bangamary,0.33,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,2,26,06 41- 57 43,03/08/2019,day,9:30:00 am,1:00:00 pm,3:30,8,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.23,31.43,t_browne
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,4,4,06 38 - 57 29,17/02/2019,day,7:30:00 am,11:30:00 am,4:00,9,yes,no,unknown,unknown,unknown,discarded_bycatch,other,scyphozoa_sp.,NA,jelly_fish,0.9,3.54,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,6,12,Zone 4,26/03/2019,night,6:15:00 pm,10:12:00 pm,3:57,10,yes,no,unknown,unknown,unknown,discarded_bycatch,other,scyphozoa_sp.,NA,jelly_fish,0.07,0.47,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,yes,siluriformes,ariidae,actinopterygii,discarded_bycatch,bony_fish,bagre_bagre,BEB,catfish,0.32,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,lonchurus_elegans,RLE,chinese_butterfish,0.71,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,no,pleuronectiformes,achiridae,actinopterygii,discarded_bycatch,flat_fish,achirus_achirus,HIK,drab_sole,0.03,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,yes,not_applicable,not_applicable,not_applicable,retained _bycatch,shell_fish,multiple_species_prawns,not_applicable,prawns,0,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,3,27,06 52- 57 49,04/08/2019,day,3:30:00 am,7:00:00 am,3:30,7,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.05,31.43,t_browne
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,5,29,06:38 57:31,05/08/2019,night,6:15:00 pm,10:00:00 pm,3:45,7,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.34,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,no,decapoda,leucosiidae,malacostraca ,discarded_bycatch,shell_fish,persephona_lichtensteinii,NA,purple_crab,0.35,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,yes,not_applicable,not_applicable,not_applicable,retained _bycatch,bony_fish,multiple_species_finfish,not_applicable,finfish,0,31.43,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,no,perciformes,haemulidae,actinopterygii,discarded_bycatch,bony_fish,conodon_nobilis,BRG,grunt,0.13,1.21,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.03,0.31,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,1,31,Zone 6,15/09/2019,night,4:06:00 am,8:00:00 am,3:54,7,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.35,46.38,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,yes,clupeiformes,engraulidae ,actinopterygii,discarded_bycatch,bony_fish,anchoa_mitchilli,ANB,negli,0.03,0.25,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,no,unknown,unknown,unknown,discarded_bycatch,other,scyphozoa_sp.,NA,jelly_fish,0.52,4.94,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,yes,batrachoidiformes,batrachoididae,actinopterygii,discarded_bycatch,bony_fish,batrachoides_surinamensis,TFB,pacu,0.11,1.08,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,no,rajiformes,dasyatidae,elasmobranchii,discarded_bycatch,flat_fish,dasyatis_geijskesi,RDJ,sharpsnout_stingray,0.3,2.92,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,no,clupeiformes,clupeidae ,actinopterygii,discarded_bycatch,bony_fish,harengula_jaguana,HCG,scaled_herring,0.28,2.65,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,no,clupeiformes,engraulidae ,actinopterygii,discarded_bycatch,bony_fish,anchoa_spinifer,EAH,specule_anchovy,0.04,0.4,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,cynoscion_virescens,YNV,seatrout,0.6,5.81,c_danjou
nhs,ebb_tide,m_seepersaud ,t_browne_c_danjou,01/08/2019,10/08/2019,10,5,6,30,06:38 57:31,05/08/2019,night,2:15:00 pm,6:00:00 pm,3:45,8,yes,yes,decapoda,portunidae,malacostraca,discarded_bycatch,shell_fish,callinectes_ornatus,KLO,sheriga_crab,0.11,1.08,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,2,32,Zone 6,15/09/2019,day,3:10:00 pm,7:30:00 pm,4:20,7,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.6,46.38,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,3,33,Zone 6,16/09/2019,night,3:11:00 am,7:00:00 am,3:49,7,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.5,46.38,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,1,31,Zone 6,15/09/2019,night,4:06:00 am,8:00:00 am,3:54,7,yes,yes,perciformes,haemulidae,actinopterygii,discarded_bycatch,bony_fish,genyatremus_luteus,GEU,annafolk,0.43,7.41,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,1,31,Zone 6,15/09/2019,night,4:06:00 am,8:00:00 am,3:54,7,yes,no,torpediniformes,narcinidae,elasmobranchii,discarded_bycatch,flat_fish,narcine_brasiliensis,TNA,brazilian_electric_stingray,0.32,5.52,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,1,31,Zone 6,15/09/2019,night,4:06:00 am,8:00:00 am,3:54,7,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,paralonchurus_brasiliensis,RLB,banded_croaker,0.42,7.24,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,1,31,Zone 6,15/09/2019,night,4:06:00 am,8:00:00 am,3:54,7,yes,no,decapoda,malacostraca,malacostraca ,discarded_bycatch,shell_fish,hepatus_gronovii,HGV,box_crab,0.35,6.03,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,1,31,Zone 6,15/09/2019,night,4:06:00 am,8:00:00 am,3:54,7,yes,no,myliobatiformes,gymnuridae,elasmobranchii ,discarded_bycatch,flat_fish,gymnura_micrura,RGI,butterfly_stingray,0.61,10.51,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,1,31,Zone 6,15/09/2019,night,4:06:00 am,8:00:00 am,3:54,7,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,macrodon_ancylodon,WKK,bangamary,9.5,163.75,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,4,34,Zone 6,16/09/2019,day,4:00:00 pm,7:30:00 pm,3:30,7,yes,no,pleuronectiformes,cynoglossidae,actinopterygii,discarded_bycatch,flat_fish,symphurus_plagusia,YFS,tongue_fish,0.32,46.38,t_browne
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,1,31,Zone 6,15/09/2019,night,4:06:00 am,8:00:00 am,3:54,7,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,nebris_microps,NBM,butterfish,0.5,8.62,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,1,31,Zone 6,15/09/2019,night,4:06:00 am,8:00:00 am,3:54,7,yes,yes,siluriformes,ariidae,actinopterygii,discarded_bycatch,bony_fish,bagre_bagre,BEB,catfish,2,34.47,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,1,31,Zone 6,15/09/2019,night,4:06:00 am,8:00:00 am,3:54,7,yes,no,pleuronectiformes,achiridae,actinopterygii,discarded_bycatch,flat_fish,achirus_achirus,HIK,drab_sole,0.45,7.76,c_danjou
nhs,olivia,m_sampson,t_browne_c_danjou,14/09/2019,19/09/2019,6,6,1,31,Zone 6,15/09/2019,night,4:06:00 am,8:00:00 am,3:54,7,yes,yes,not_applicable,not_applicable,not_applicable,retained _bycatch,shell_fish,multiple_species_prawns,not_applicable,prawns,0,0.8,c_danjou
